Shelter Name,Service Provider,Address,Clean Address,Postal Code,Latitude,Longitude,Google Maps Link,Google Directions Link,Website,ResultCard Description,ResultCard Description Full,Phone 1,Phone 2,Email
Chetwynd Safe Home,South Peace Community Resources Society,No  address available,No  address available,N/A,,,https://www.google.com/maps/search/?api=1&query=No++address+available,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=No++address+available,https://www.spcrs.ca/programs/safe-home,"Provides safe, secure, 24-hour shelter to self-identified women, with or without children, who are victims of violence or abuse of any kind.","Provides safe, secure, 24-hour shelter to self-identified women, with or without children, who are victims of violence or abuse of any kind. Accepts male children ages 18 and under. Also offers shelter to women who have no other place to go and need emergency housing. Provides support as well as referral to services in the community. The program offers shelter for five to 10 days, and if a longer stay is needed, provides transportation to the Mizpah Transition House in Dawson Creek. Personal ID is not required. Cannot accept pets. Not wheelchair accessible. Funded by BC Housing.",250-788-1976,N/A,safehouse@spcrs.ca
Chilliwack Wellness Centre,Lookout Housing and Health Society,"45951 Trethewey Avenue, Chilliwack, BC V2P 1K4","45951 Trethewey Avenue, Chilliwack, BC",V2P 1K4,49.1627213,-121.9552484,"https://www.google.com/maps/search/?api=1&query=45951+Trethewey+Avenue,+Chilliwack,+BC+V2P+1K4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=45951+Trethewey+Avenue,+Chilliwack,+BC+V2P+1K4",https://lookoutsociety.ca,"A low-barrier, year-round 24-hour shelter for homeless adults which offers 30 co-ed bunks for men and women; accepts transgender individuals.","A low-barrier, year-round 24-hour shelter for homeless adults which offers 30 co-ed bunks for men and women; accepts transgender individuals. Accepts self referrals as well as referral from social services agencies. Beds are assigned based on client needs and will be held for returning clients; beds that go unclaimed for two consecutive nights will be offered to other clients. Provides three meals a day plus snacks, as well as shower and laundry facilities, lockers, and phone access. There is an overdose prevention site outside the facility. Does not have cart or bike storage at present. No smoking in the facility; there is an outside smoking area. Pets are welcome. Wheelchair accessible. Funded by Fraser Health and BC Housing.",778-900-6303,N/A,N/A
City of Kelowna,N/A,"1435 Water Street, Kelowna, BC V1Y 1J4","1435 Water Street, Kelowna, BC",V1Y 1J4,49.887828,-119.4959472,"https://www.google.com/maps/search/?api=1&query=1435+Water+Street,+Kelowna,+BC+V1Y+1J4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1435+Water+Street,+Kelowna,+BC+V1Y+1J4",https://www.kelowna.ca,"Provides community planning and development, bylaw enforcement, permits and licensing, public works, and emergency services.","Provides community planning and development, bylaw enforcement, permits and licensing, public works, and emergency services. Shelter Dashboard [www.kelowna.ca/our-community/social-wellness/outdoor-overnight-sheltering] provides daily shelter bed availability in Kelowna. Mayor: Tom Dyas. Councillors: Ron Cannan, Maxine DeHart, Charlie Hodge, Gord Lovegrove, Mohini Singh, Luke Stack, Rick Webber, and Loyal Wooldridge. Office hours are 8 am to 4 pm Monday to Friday.",250-469-8500,N/A,ask@kelowna.ca
Commercial Hastings Shelter,Lookout Housing and Health Society,"1738 East Hastings Street, Vancouver, BC V5L 1S9","1738 East Hastings Street, Vancouver, BC",V5L 1S9,49.280946549999996,-123.06944917516032,"https://www.google.com/maps/search/?api=1&query=1738+East+Hastings+Street,+Vancouver,+BC+V5L+1S9","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1738+East+Hastings+Street,+Vancouver,+BC+V5L+1S9",https://lookoutsociety.ca,Low-barrier temporary shelter offering 20 spaces from 4 pm to 8 am; open nightly.,"Low-barrier temporary shelter offering 20 spaces from 4 pm to 8 am; open nightly. Welcomes all genders. First-come, first-served; no holds on beds. A meal is served. Pets are permitted. No cart storage. Not wheelchair accessible.",604-428-2206,N/A,chshelter@lookoutsociety.ca
Community Cares Homeless Shelter,Lillooet Friendship Centre Society,"Community Cares Building, 76 5th Avenue,Lillooet, BC V0K 1V0","76 5th Avenue,Lillooet, BC",V0K 1V0,50.6950251,-121.9309431,"https://www.google.com/maps/search/?api=1&query=Community+Cares+Building,+76+5th+Avenue,Lillooet,+BC+V0K+1V0","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Community+Cares+Building,+76+5th+Avenue,Lillooet,+BC+V0K+1V0",https://www.lfcs.ca/program-community-cares-homeless-shelter-extreme-weather-shelter,Provides shelter for up to 15 homeless adults of any gender in Lillooet.,"Provides shelter for up to 15 homeless adults of any gender in Lillooet. Services include meals, snacks, showers, personal hygiene products, clothing, and laundry facilities, as well as referral to agency and community services. Medium-sized storage bins are available for a backpack and some items. Zero tolerance for drug/alcohol use on premises; smoking is allowed outside the building. First-come, first-served with no prescribed maximum stay. Accepts referrals from self or other. Shelter hours are 4 pm to 8 am with last intake at 11 pm. Shelter is not wheelchair accessible. Pets cannot be accommodated. Also operates an extreme weather response shelter between November 1st and April 15th when weather is extreme and an alert is activated. Funded by Union of BC Municipalities.",250-256-8852,250-851-1242,info@lfcs.ca
Community and Family Services - Powell River,The Salvation Army - BC Division,"4500 Joyce Avenue, Powell River, BC V8A 3A6","4500 Joyce Avenue, Powell River, BC",V8A 3A6,49.8476741,-124.5220007,"https://www.google.com/maps/search/?api=1&query=4500+Joyce+Avenue,+Powell+River,+BC+V8A+3A6","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=4500+Joyce+Avenue,+Powell+River,+BC+V8A+3A6",https://www.salvationarmypr.ca,Gives hope and support to vulnerable individuals and families through the provision of social services and practical assistance focusing on the basic necessities of life.,"Gives hope and support to vulnerable individuals and families through the provision of social services and practical assistance focusing on the basic necessities of life. Helps meet the immediate and short-term needs of people in distress through emergency assistance with food, clothing, and household goods, as well as lay counselling and emergency disaster services. Also provides referrals to short-term housing for victims of abuse and for people in crisis. Operates food programs at this location; listed separately. Serves Powell River. Office hours are 9 am to 2 pm Monday to Friday.",604-485-6067,N/A,contact@salvationarmypr.ca
Compass House Homeless Shelter,Penticton and District Society for Community Living (PDSCL),"1706/1716 Main Street, Penticton, BC V2A 5G8","1716 Main Street, Penticton, BC",V2A 5G8,49.4841406,-119.5860181,"https://www.google.com/maps/search/?api=1&query=1706/1716+Main+Street,+Penticton,+BC+V2A+5G8","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1706/1716+Main+Street,+Penticton,+BC+V2A+5G8",https://www.pdscl.org,Emergency shelter with 73 beds for adults ages 19 and over.,"Emergency shelter with 73 beds for adults ages 19 and over. Offers meals, laundry facilities, community resource information and referrals, and case management support. Open 24 hours a day and accepts residents on a first-come, first-served basis; curfew is at 11 pm. Low-barrier, harm reduction shelter, with an outside tent for inhalant use, and an outside tent for alcoholic beverage and tobacco/marijuana use. Also houses two overdose prevention sites that are monitored by staff 24 hours a day, seven days a week. Resident medication is stored in a locked cabinet for residents when not in use. Pets are permitted (with a pet agreement in place), and small lockers are available. A maximum of two bags of personal items are permitted per resident. Length of stay is determined on a case-by-case basis. Funded by BC Housing.",236-422-2449,N/A,housing@pdscl.org
Connect Shelter,Comox Valley Transition Society,"685 Cliffe Avenue, Courtenay, BC V9N 2K6","685 Cliffe Avenue, Courtenay, BC",V9N 2K6,49.689914099999996,-124.99661543250647,"https://www.google.com/maps/search/?api=1&query=685+Cliffe+Avenue,+Courtenay,+BC+V9N+2K6","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=685+Cliffe+Avenue,+Courtenay,+BC+V9N+2K6",https://www.cvts.ca/connect-warming-centre,"Year-round, low-barrier emergency shelter with 22 beds for adults ages 19 and over.","Year-round, low-barrier emergency shelter with 22 beds for adults ages 19 and over. Check-in is daily between 8 pm and 9:30 pm to keep the same bed. Last admission at 11 pm. Wheelchair accessible. Accepts pets. Storage available. Laundry tickets provided for nearby laundromat. Smoking permitted outside. No max stay. Rain gear and blankets provided for turnaways when available.",250-218-3975,N/A,info@cvts.ca
Cornerstone Shelter,John Howard Society Okanagan and Kootenay,"425 Leon Avenue, Kelowna, BC V1Y 6J4","425 Leon Avenue, Kelowna, BC",V1Y 6J4,49.88440338611112,-119.49462430555555,"https://www.google.com/maps/search/?api=1&query=425+Leon+Avenue,+Kelowna,+BC+V1Y+6J4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=425+Leon+Avenue,+Kelowna,+BC+V1Y+6J4",https://https://johnhowardbc.ca/okanagan-kootenay/services/cornerstone,"Minimal barrier, 24-hour shelter offering 80 beds for adults, including couples.","Minimal barrier, 24-hour shelter offering 80 beds for adults, including couples. Provides three daily meals, access to health and wellness services, overdose prevention services, and storage for personal belongings. Pets are welcome. Shelter is not wheelchair accessible. Funded by BC Housing.",250-317-6678,N/A,cornerstone@jhsok.ca
Covenant House Vancouver Crisis Program - Female Youth,Covenant House Vancouver,"1280 Seymour Street, Vancouver, BC V6B 4K8","1280 Seymour Street, Vancouver, BC",V6B 4K8,49.275419049999996,-123.12630674749178,"https://www.google.com/maps/search/?api=1&query=1280+Seymour+Street,+Vancouver,+BC+V6B+4K8","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1280+Seymour+Street,+Vancouver,+BC+V6B+4K8",https://www.covenanthousebc.org,"Provides 30 beds for homeless and at-risk female-identified youth (including 2SLGBTQAI+, gender queer, gender non-binary and self-identified young women) ages 16 to 24.","Provides 30 beds for homeless and at-risk female-identified youth (including 2SLGBTQAI+, gender queer, gender non-binary and self-identified young women) ages 16 to 24. All are welcome provided they are not a danger to themselves or others.  Program follows a harm reduction model; youth can use substances, but are asked not to asked not to keep drugs, alcohol, or weapons on the property. Intake is 24 hours, seven days a week. Also provides food, clothing, counselling and support for mental health and addictions, and housing search assistance. Health-related services include access to bed rest and medication management. Accepts self-referrals. Wheelchair accessible; cannot accommodate pets. There is no fee to stay at the shelter. While not a requirement, individuals are encouraged to call intake ahead of time to ensure space is available. Also, offers extreme weather response (EWR) shelter spaces during an alert.",604-685-7474,1-877-685-7474,crisisprogramtl@covenanthousebc.org
